strain	replicate	temp	mumax	r2
1293	MB3u-8	OD5	4	0.0333109298364729	0.878107126322768
1294	MB3u-8	OD6	4	0.032709819001658	0.878728202628298
1295	MB3u-8	OD7	4	0.0324568487314762	0.88863015879349
1296	MB3u-8	OD8	4	0.0325688814120551	0.994878177703694
1297	MB3u-8	OD1	11	0.0424446800647933	0.998859572846376
1298	MB3u-8	OD2	11	0.0400427691423412	0.99780612518802
1299	MB3u-8	OD3	11	0.0402410201851201	0.997333517754737
1300	MB3u-8	OD4	11	0.0407862360601569	0.99782865067101
1301	MB3u-8	OD5	11	0.0398990289338485	0.997956595046556
1302	MB3u-8	OD6	11	0.0390592306915683	0.994397894448732
1303	MB3u-8	OD7	11	0.0407801694755666	0.99637524832122
1304	MB3u-8	OD8	11	0.0435609372101616	0.998716390748766
1305	MB3u-8	OD1	17	0.00967129732007816	0.978152234906786
1306	MB3u-8	OD2	17	0.00887855007657631	0.980827947999884
1307	MB3u-8	OD3	17	0.0102116694737307	0.989945118213601
1308	MB3u-8	OD4	17	0.0111133359817341	0.974771444581501
1309	MB3u-8	OD5	17	0.0116953002079632	0.987565379071302
1310	MB3u-8	OD6	17	0.0100594692033586	0.973134317970024
1311	MB3u-8	OD7	17	0.00864461887562937	0.976575325821751
1312	MB3u-8	OD8	17	0.00698624783352059	0.977482044460291
1313	UT-16	OD1	-1	0.0358017581666173	0.99748474153196
1314	UT-16	OD2	-1	0.031558218842215	0.992587968660304
1315	UT-16	OD3	-1	0.0242222410402651	0.97420000303288
1316	UT-16	OD4	-1	0.0310178629698581	0.994333206340563
1317	UT-16	OD5	-1	0.0353106962965531	0.995765788211815
1318	UT-16	OD6	-1	0.0290888321186988	0.993774659395371
1319	UT-16	OD7	-1	0.031585402023387	0.989803443213204
1320	UT-16	OD8	-1	0.0310839580766595	0.995700116734242
1321	UT-16	OD1	4	0.0426394131595983	0.952376060650943
1322	UT-16	OD2	4	0.0371046547471603	0.896458111788526
1323	UT-16	OD3	4	0.0360882734137361	0.884683379961701
1324	UT-16	OD4	4	0.0383831246830101	0.909749587338327
1325	UT-16	OD5	4	0.0398998036164847	0.922815638824287
1326	UT-16	OD6	4	0.0331984491852565	0.911412992951876
1327	UT-16	OD7	4	0.0378783157978078	0.924810922646092
1328	UT-16	OD8	4	0.0360848721990646	0.995127998816483
1329	UT-16	OD1	11	0.0501340375961735	0.992828380886078
1330	UT-16	OD2	11	0.0427606524143718	0.994851506405834
1331	UT-16	OD3	11	0.0393837313087587	0.99394058829796
1332	UT-16	OD4	11	0.0377366977433426	0.993071791693131
1333	UT-16	OD5	11	0.0367301919124151	0.991084719967357
1334	UT-16	OD6	11	0.0391482158972041	0.993299661589846
1335	UT-16	OD7	11	0.0389915689239065	0.995132242354999
1336	UT-16	OD8	11	0.0470057942458028	0.993845477800753
1337	UT-16	OD1	17	0.0700774275449955	0.996819546272062
1338	UT-16	OD2	17	0.0613179497979567	0.997083766359731
1339	UT-16	OD3	17	0.067258504841294	0.998238971045183
1340	UT-16	OD4	17	0.063355660381138	0.999693078201045
1341	UT-16	OD5	17	0.0613697212969145	0.999388268583939
1342	UT-16	OD6	17	0.0618135684419892	0.998769676823175
1343	UT-16	OD7	17	0.0643487204022309	0.998645047095191
1344	UT-16	OD8	17	0.0595617120596133	0.992349981807145
1345	UT-18	OD1	-1	0.0200336280828679	0.998849527764136
1346	UT-18	OD2	-1	0.0194041061991273	0.997536623812087
1347	UT-18	OD3	-1	0.0212840912777369	0.997383036788603
1348	UT-18	OD4	-1	0.0221179579934566	0.996399036599908
1349	UT-18	OD5	-1	0.0277788808780391	0.996344338364716
1350	UT-18	OD6	-1	0.0249621044342335	0.99582880869117
1351	UT-18	OD7	-1	0.0224321648701941	0.997537805228925
1352	UT-18	OD8	-1	0.0213411406435233	0.99795534932679
1353	UT-18	OD1	4	0.0336955435977703	0.997352174567319
1354	UT-18	OD2	4	0.0329652111279679	0.997852194681433
1355	UT-18	OD3	4	0.0307685925879426	0.998000210986498
1356	UT-18	OD4	4	0.0324554268758217	0.997424674864441
1357	UT-18	OD5	4	0.0322876913482387	0.997163076672788
1358	UT-18	OD6	4	0.0315872013512148	0.997804328700072
1359	UT-18	OD7	4	0.032916782500251	0.997499853761497
1360	UT-18	OD8	4	0.0321108717125049	0.997759753767647
1361	UT-18	OD1	11	0.0378741768611551	0.996628625613191
1362	UT-18	OD2	11	0.0434026058933804	0.988166984959835
1363	UT-18	OD3	11	0.0397923662385242	0.984862827371794
1364	UT-18	OD4	11	0.0394549208042727	0.988251009775547
1365	UT-18	OD5	11	0.041339981901964	0.984859423228462
1366	UT-18	OD6	11	0.0368847382842689	0.991870463783766
1367	UT-18	OD7	11	0.0400852439482063	0.989079431525145
1368	UT-18	OD8	11	0.0424322157991441	0.99471924515546
1369	UT-18	OD1	17	0.0887367863702954	0.999216618038537
1370	UT-18	OD2	17	0.064808503962969	0.999208677049127
1371	UT-18	OD3	17	0.0674600926206379	0.999374970904809
1372	UT-18	OD4	17	0.0672064437809468	0.99832999773054
1373	UT-18	OD5	17	0.0718931568443373	0.998718268756689
1374	UT-18	OD6	17	0.0703963847389709	0.998472153332546
1375	UT-18	OD7	17	0.0712339648370894	0.998213178303181
1376	UT-18	OD8	17	0.0801786086287559	0.998216568796108
1377	UT-19	OD1	-1	0.01816488480816	0.997022383400973
1378	UT-19	OD2	-1	0.0170596440207681	0.990207299814012
1379	UT-19	OD3	-1	0.0167266095691891	0.993545092600435
1380	UT-19	OD4	-1	0.0165353496550858	0.995203755234325
1381	UT-19	OD5	-1	0.0170008549475205	0.997340028888214
1382	UT-19	OD6	-1	0.0170297468763532	0.996586606153467
1383	UT-19	OD7	-1	0.019547095283349	0.994949103455489
1384	UT-19	OD8	-1	0.025972848981709	0.996262507698618
1385	UT-19	OD1	4	0.0317943825168403	0.993677529681013
1386	UT-19	OD2	4	0.0271661168896198	0.983585961331319
1387	UT-19	OD3	4	0.0337369902591424	0.987675260447338
1388	UT-19	OD4	4	0.0329558701885927	0.989172014564099
1389	UT-19	OD5	4	0.0345119911278968	0.986582105200564
1390	UT-19	OD6	4	0.0313292822286042	0.985594779387633
1391	UT-19	OD7	4	0.0249556124567554	0.990485650063406
1392	UT-19	OD8	4	0.0332316293889424	0.996777611471528
1393	UT-19	OD1	11	0.0384343463675038	0.995722098731091
1394	UT-19	OD2	11	0.0358769730037033	0.973027182838725
1395	UT-19	OD3	11	0.0306846432928128	0.96664109914595
1396	UT-19	OD4	11	0.0326192639215125	0.954667074377036
1397	UT-19	OD5	11	0.0338638485912518	0.920996336940411
1398	UT-19	OD6	11	0.030702022432252	0.95675403313853
1399	UT-19	OD7	11	0.0330703284602707	0.959248752254904
1400	UT-19	OD8	11	0.0374050675861877	0.996325653723274
1401	UT-19	OD1	17	0.0876027481184418	0.998666317518535
1402	UT-19	OD2	17	0.0749592764881508	0.988497525713451
1403	UT-19	OD3	17	0.0671314588109424	0.995414544501172
1404	UT-19	OD4	17	0.0641448363812711	0.994345820628951
1405	UT-19	OD5	17	0.0668998114880402	0.997163305268479
1406	UT-19	OD6	17	0.063823013824531	0.998922853278875
1407	UT-19	OD7	17	0.063359576363242	0.998898143834544
1408	UT-19	OD8	17	0.0703962939352413	0.996895957805732
1409	UT-20	OD1	-1	0.0190648133875194	0.998353953701524
1410	UT-20	OD2	-1	0.0192284809003509	0.996810226661598
1411	UT-20	OD3	-1	0.016964747849749	0.995590228892238
1412	UT-20	OD4	-1	0.0180843413047644	0.997195739082303
1413	UT-20	OD5	-1	0.0201851306282658	0.99858844541934
1414	UT-20	OD6	-1	0.0189216810487876	0.99906993621302
1415	UT-20	OD7	-1	0.0210026455654597	0.997289734063312
1416	UT-20	OD8	-1	0.0230658246474528	0.998442759351688
1417	UT-20	OD1	4	0.0368076739308699	0.997860006310171
1418	UT-20	OD2	4	0.0278788254286326	0.994355902539702
1419	UT-20	OD3	4	0.0298199470524525	0.991953510765157
1420	UT-20	OD4	4	0.0368851652406513	0.985130347856014
1421	UT-20	OD5	4	0.0361680789829421	0.987416753268987
1422	UT-20	OD6	4	0.0305999734335766	0.989922026580643
1423	UT-20	OD7	4	0.0280425323656907	0.997966340783907
1424	UT-20	OD8	4	0.0331285739657257	0.996358834915559
1425	UT-20	OD1	11	0.0380233843070101	0.996615704235894
1426	UT-20	OD2	11	0.0346326657641374	0.968173771926176
1427	UT-20	OD3	11	0.0309162312821082	0.963931499680197
1428	UT-20	OD4	11	0.0322846799213221	0.968402446902611
1429	UT-20	OD5	11	0.0326900053388856	0.964011663644951
1430	UT-20	OD6	11	0.0316420358097591	0.971815017351554
1431	UT-20	OD7	11	0.0363205560589895	0.968652555452671
1432	UT-20	OD8	11	0.0373080340260676	0.996695206269822
1433	UT-20	OD1	17	0.100274081568208	0.997683530735924
1434	UT-20	OD2	17	0.083220635402415	0.992633385004322
1435	UT-20	OD3	17	0.0803657300639432	0.990184963339356
1436	UT-20	OD4	17	0.077493795121474	0.99476867899584
1437	UT-20	OD5	17	0.0738256696973314	0.996202013730068
1438	UT-20	OD6	17	0.0689864955383389	0.996603134891085
1439	UT-20	OD7	17	0.0593398849825212	0.998123563009406
1440	UT-20	OD8	17	0.0643830350467181	0.999073014563531
